cast,director,genre,opening_date,opening_year,title
"Kavita Tripathi,Dinesh Bawra,Jaid Shaikh",Dushyant Pratap Singh,,2020-02-21,2020,The Hundred Bucks
"Ayushmann Khurrana,Jitendra Kumar,Gajraj Rao,Neena Gupta,Manurishi Chaddha,Sunita Rajwar,Maanvi Gagroo,Pankhuri Awasthy,Neeraj Singh",Hitesh Kewalya,,2020-02-21,2020,Shubh Mangal Zyada Saavdhan
"Julian Sands,Achintya Bose,Manish Chauhan",Sooni Taraporevala,,2020-02-21,2020,Yeh Ballet
"Mahie Gill,Manu Rishi Chaddha,Dolly Ahluwalia,Supriya Shukla,Rajesh Sharma,Mehak Manwani,Sumit Gulati",Gagan Puri,,2020-02-28,2020,Doordarshan
"Karan Nath,Nathalia Kaur,Abhimanyu Singh,Ganesh Venkatraman,Shilpa Shirodkar,Zarina Wahab,Mohan Agashe,Tej Sapru",Sekhar Suri,,2020-02-28,2020,Guns of Banaras
"Zuber K. Khan,Diana Khan",Sanjeev Kumar Rajput,,2020-02-28,2020,Haunted Hills
"Krushna Abhishek,Karthik Jayaram,Arjumman Mughal",Dinkar Kapoor,,2020-02-28,2020,O Pushpa I Hate Tears
"Taapsee Pannu,Pavail Gulati,Maya Sarao,Naila Grewal",Anubhav Sinha,,2020-02-28,2020,Thappad
"Shivin Narang,Chandan Roy Sanyal,Ali Murad,Hardik Sanghani,Tillotama Shome,Priya Banerjee",Ravi Adhikari,,2020-03-02,2020,Dheet Patangey
"Tiger Shroff,Riteish Deshmukh,Shraddha Kapoor,Ankita Lokhande",Ahmed Khan,,2020-03-06,2020,Baaghi 3
"Kiara Advani,Akansha Ranjan Kapoor,Gurfateh Singh Pirzada,Taher Shabbir,Dalip Tahil,Kunal Vijaykar,Manu Rishi,Janya Joshi,Chayan Chopra",Ruchi Narain,,2020-03-06,2020,Guilty
"Sanjay Mishra,Deepak Dobriyal",Hardik Mehta,,2020-03-06,2020,Kaamyaab
"Irrfan Khan,Kareena Kapoor,Radhika Madan,Deepak Dobriyal,Pankaj Tripathi",Homi Adajania,,2020-03-13,2020,Angrezi Medium
"Manisha Koirala,Nikita Dutta,Javed Jaffrey,Prit Kamani,Shirley Setia",Neeraj Udhwani,,2020-03-27,2020,Maska
"Aditya Rawal,Shalini Pandey,Vijay Varma",Ranjan Chandel,,2020-04-10,2020,Bamfaad
"Nawazuddin Siddiqui, Shweta Tripathi",Shlok Sharma,"comedy, crime",2017-01-13,2017,Haraamkhor
"Aditya Roy Kapur, Shraddha Kapoor",Shaad Ali,"romance, drama",2017-01-13,2017,Ok Jaanu
"Sunil Grover, Anjana Sukhani, Zakir Hussain, Dippanita Sharma",Vishal Mishra,"comedy, crime",2017-01-20,2017,Coffee with D
"Hrithik Roshan, Yami Gautam, Rohit Roy, Ronit Roy",Sanjay Gupta,"action, thriller",2017-01-25,2017,Kaabil
"Shah Rukh Khan, Mahira Khan, Nawazuddin Siddiqui, Mohammed Zeeshan Ayyub",Rahul Dholakia,"crime, action",2017-01-25,2017,Raees
"Gurmeet Ram Rahim Singh, Honeypreet Insan","Gurmeet Ram Rahim Singh, Honeypreet Insan","action, drama",2017-02-10,2017,Hind Ka Napak Ko Jawab: MSG Lion Heart 2
"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Subhash Kapoor,drama,2017-02-10,2017,Jolly LLB 2
"Omkar Kapoor,Simran Kaur Mundi",Abhay Chhabra,"romance,drama",2017-02-10,2017,"U, Me Aur Ghar"
"Raghvendra Singh, Soma Goyal",Arjun Singh,biopic,2017-02-10,2017,The Great Leader Kanshiram
"Taapsee Pannu, Amit Sadh",Amit Roy,comedy,2017-02-17,2017,Running Shaadi
"Rana Daggubati, Taapsee Pannu, Kay Kay Menon, Atul Kulkarni",Sankalp Reddy,action,2017-02-17,2017,The Ghazi Attack
"Naseeruddin Shah, Arshad Warsi, Sharad Kelkar, Divya Dutta",Aparnaa Singh,"thriller, drama",2017-02-17,2017,Irada
"Amit Singh Kashyap, Richa Dixit, Vivek Jha",Raghubeer Singh,romance,2017-02-17,2017,Chauhar
"Kangana Ranaut, Shahid Kapoor, Saif Ali Khan",Vishal Bhardwaj,"war, drama",2017-02-24,2017,Rangoon
"Nana Patekar, Mahie Gill, Priyanshu Chatterjee, Shruti Marathe",Shekhar S Jha,"romance, thriller",2017-02-24,2017,Wedding Anniversary
"Anshuman Jha, Divya Menon, Suzanna Mukherjee, Sanjay Suri",Shashi Sudigala,thriller,2017-02-24,2017,Mona Darling
"Vidyut Jammwal, Adah Sharma, Esha Gupta",Deven Bhojani,action,2017-03-03,2017,Commando 2
"Arbaaz Khan, Ashutosh Rana, Himansh Kohli",Keshhav Panneriy,"romance, drama",2017-03-03,2017,Jeena Isi Ka Naam Hai
"Varun Dhawan, Alia Bhatt, Sahil Vaid, Rituraj Singh",Shashank Khaitan,"romance, comedy",2017-03-10,2017,Badrinath Ki Dulhania
"Govinda, Ashutosh Rana, Murali Sharma",Dipankar Senapati,"action, comedy",2017-03-17,2017,Aa Gaya Hero
"Rajkummar Rao, Geetanjali Thapa, Khushboo Upadhyay",Vikramaditya Motwane,"drama, thriller",2017-03-17,2017,Trapped
"Rajat Kapoor, Lushin Dubey, Kalki Koechlin, Shiv Panditt, Adil Hussain",Nicholas Kharkongor,"drama, family",2017-03-17,2017,Mantra
"Mustafa Burmawalla, Kiara Advani",Abbas–Mustan,"romance, thriller",2017-03-17,2017,Machine
"Anushka Sharma, Diljit Dosanjh, Suraj Sharma, Mehreen Pirzada",Anshai Lal,"romance, comedy",2017-03-24,2017,Phillauri
"Shaurya Singh, Karan Thakur, Jashan Singh & Priyanka Shukla",Shaurya Singh,comedy,2017-03-24,2017,Bhanwarey
Swara Bhaskar,Avinash Das,drama,2017-03-24,2017,Anaarkali of Aarah
"Taapsee Pannu, Prithviraj Sukumaran & Akshay Kumar",Shivam Nair,"action,thriller",2017-03-31,2017,Naam Shabana
"Aditi Inamdar, Rahul Bose & Heeba Shah",Rahul Bose,adventure,2017-03-31,2017,Poorna: Courage Has No Limit
"Vivaan Shah, Akshara Haasan, Gurmeet Choudhary & Kavita Verma",Manish Harishankar,"romance,drama",2017-04-07,2017,Laali Ki Shaadi Mein Laaddoo Deewana
"Naseeruddin Shah,Vinay Pathak,Vikrant Massey,Konkona Sen Sharma,Vineet Kumar,Manoj Pahwa,Parambrata Chattopadhyay,Supriya Pathak,Deepika Amin,Ninad Kamat",Seema Pahwa,,2021-01-01,2021,Ramprasad Ki Tehrvi
"Pankaj Tripathi,Monal Gajjar,Amar Upadhyay,Tina Ahuja,Lankesh Bhardwaj",Satish Kaushik,,2021-01-07,2021,Kaagaz
"Mithun Chakraborty,Makarand Deshpande,Flora Saini,Manav Kaul,Krishna Gautam",Ram Gopal Varma,,2021-01-08,2021,12 'O' Clock
"Vidyut Jammwal,Shruti Haasan,Mahesh Manjrekar,Zakir Hussain,Sachin Khedekar,Jisshu Sengupta,Prateik Babbar,Yuvika Chaudhary",Mahesh Manjrekar,,2021-01-14,2021,The Power
"Ankit Rathi,Jahavi Dhanrajgir,Preeti Nigam,Adnan Sajid Khan",Tarun Dhanrajgir,,2021-01-15,2021,Bolo Hau
"Kajol,Tanvi Azmi,Mithila Palkar,Kunaal Roy Kapur,Vaibhav Tatwawaadi,Manav Gohil,Kanwaljit Singh",Renuka Shahane,,2021-01-15,2021,Tribhanga
"Raghubir Yadav,Shweta Basu Prasad,Sunny Hinduja,Saurabh Goyal,Krishna Singh Bisht,Bijou Thaangjam,Susheel Parashar",Gaurav Mehra,,2021-01-21,2021,Jamun
"Richa Chadda,Manav Kaul,Akshay Oberoi,Saurabh Shukla",Subhash Kapoor,,2021-01-22,2021,Madam Chief Minister
"Pawan Waval,Richa Kalra,Prateek Goyal,Shubham Srivastav,Mahmood Hashmi,Prem Sagar Singh,Mishti Singh",Nitesh Tiwari,,2021-01-22,2021,Machaan
"Shiva Suryavanshi,Sheetal Singh,Kritika Singh,Chandrabhushan Singh",Aditya Om,,2021-01-29,2021,Maassab
"Amyth Sethi,Sana Amin Sheikh,Govind Namdeo",Suvendu Raj Ghosh,,2021-01-29,2021,Main Mulayam Singh Yadav
"Anup Jalota,Jackie Shroff",Vicky Ranawat,,2021-01-29,2021,Satya Sai Baba
"Richa Chadha,Karishma Tanna,Arunoday Singh",Kunal Kohli,,2021-02-04,2021,Lahore Confidential
"Vikram Mastal,Madhumita Bishwas,Gehana Vasisth",Ajay Ram,,2021-02-12,2021,Sakshi
"Aahana Kumra,Rumana Molla,Vikram Koccher,Niki Walia,Sohaila Kapoor",Kartik Ramalingam,,2021-02-14,2021,Bawri Chhori
"Anmol Dhillon,Jhataleka Malhotra,Zoa Morani,Reem Sheikh,Ibraheem Choudhry,Niki Walia,Parmeet Sethi",Taranveer Singh,,2021-02-19,2021,Tuesdays and Fridays
"Vinamarjot Singh Wraich,Money Sabharwal,Mridula Mahajan",Parvinder Singh Wraich,,2021-02-19,2021,Tank Cleaner
"Parineeti Chopra,Aditi Rao Hydari,Kirti Kulhari,Avinash Tiwary",Ribhu Dasgupta,,2021-02-26,2021,The Girl on the Train
"Cyli Khare,Amit Deondi,Anurag Kashyap,Makrand Deshpande",Gitanjali Rao,,2021-03-08,2021,Bombay Rose
"Rajkummar Rao,Janhvi Kapoor,Varun Sharma",Hardik Mehta,,2021-03-11,2021,Roohi
"Sharman Joshi,Vikram Singh,Bidita Bag,Mugdha Godse,Zarina Wahab,Shishir Sharma",Aaryaan Saxena,,2021-03-11,2021,Mera Fauji Calling
"Sooraj Pancholi,Isabelle Kaif,Waluscha De Sousa",Stanley D'Costa,,2021-03-12,2021,Time to Dance
"Arif Zakaria,Abuli Mamaji,Niharika Singh,Plabita Borthakur,Rajit Kapur",Nikhil Pherwani,,2021-03-19,2021,Ahaan
"John Abraham,Emraan Hashmi,Suniel Shetty,Kajal Aggarwal,Prateik Babbar,Rohit Roy,Anjana Sukhani,Samir Soni,Amole Gupte,Gulshan Grover,Mahesh Manjrekar",Sanjay Gupta,,2021-03-19,2021,Mumbai Saga
"Arjun Kapoor,Parineeti Chopra",Dibakar Banerjee,,2021-03-19,2021,Sandeep Aur Pinky Faraar
"Gurmeet Choudhary,Sayani Datta",Sarmad Khan,,2021-03-19,2021,The Wife
"Vikrant Massey,Naren Kumar,Madhu Sneha,Tanvi Vyas,Veer Aryan,Niten Mirani",Mustufa Raj,,2021-03-21,2021,Switchh
"Ashwat Kanth Sharma.,Abhilash Chaudhary,Pranay Dixit,Rudra Kanth,Naina Ganguly,Irra Mor",Ram Gopal Varma,,2021-03-26,2021,D Company
"Sanya Malhotra,Shruti Sharma,Sayani Gupta,Ashutosh Rana,Raghubir Yadav,Rajesh Tailang,Sheeba Chaddha,Meghna Malik",Umesh Bist,,2021-03-26,2021,Pagglait
"Rajpal Yadav,Heena Panchal,Milind Gunaji,Mohan Joshi,Yashpal Sharma,Rakesh Bedi,Sudha Chandran,Mushtaq Khan,Bharti Soni",Arvind Tripathi,,2021-03-26,2021,Raag
"Parineeti Chopra,Manav Kaul,Paresh Rawal",Amole Gupte,,2021-03-26,2021,Saina
"Manoj Bajpayee,Prachi Desai,Arjun Mathur,Sahil Vaid,Vaquar,Barkha Singh,Shirish Sharma,Sohaila Kapoor,Amit Thakkar,Garima Yagnik",Aban Bharucha Deohans,,2021-03-26,2021,Silence... Can You Hear It?
"Mohit Chadda,Pavan Malhotra,Zakir Hussain,Vivek Vaswani,Shibani Bedi,Pritam Singh",Suraj Joshi,,2021-04-02,2021,Flight
"Anshuman Jha,Riddhi Dogra,Milind Soman",Victor Mukherjee,,2023-01-13,2023,Lakadbaggha
"Sidharth Malhotra,Rashmika Mandanna,Kumud Mishra,Sharib Hashmi",Shantanu Bagchi,,2023-01-20,2023,Mission Majnu
"Rakul Preet Singh,Sumeet Vyas,Satish Kaushik,Rajesh Tailang,Dolly Ahluwalia",Tejas Deoskar,,2023-01-20,2023,Chhatriwali
"Shah Rukh Khan,John Abraham,Deepika Padukone",Siddharth Anand,,2023-01-25,2023,Pathaan
"Deepak Antani,Chinmay Mandlekar",Rajkumar Santoshi,,2023-01-26,2023,Gandhi Godse – Ek Yudh
"Sunil Shetty,Randeep Hooda",Vishram Sawant,,2023-01-26,2023,Operation Fryday[b]
"Alaya F,Karan Mehta",Anurag Kashyap,,2023-02-03,2023,Almost Pyaar with DJ Mohabbat
"Zahan Kapoor,Aditya Rawal,Aamir Ali,Juhi Babbar",Hansal Mehta,,2023-02-03,2023,Faraaz
"Anupam Kher,Neena Gupta,Jugal Hansraj,Nargis Fakhri,Sharib Hashmi",Ajayan Venugopalan,,2023-02-10,2023,Shiv Shastri Balboa
"Shamita Shetty, Rudhraksh Jaiswal",Sushrut Jain,,2023-02-10,2023,The Tenant[c]
"Yami Gautam,Pankaj Kapur,Rahul Khanna,Neil Bhoopalam,Pia Bajpiee,Tushar Pandey",Aniruddha Roy Chowdhury,,2023-02-16,2023,Lost
"Kartik Aaryan,Kriti Sanon,Paresh Rawal,Manisha Koirala,Ronit Roy",Rohit Dhawan,,2023-02-17,2023,Shehzada
"Akshay Kumar,Emraan Hashmi,Diana Penty,Nushrratt Bharuccha",Raj Mehta,,2023-02-24,2023,Selfiee
"Sheeba Chadha,Nayab Khan,Helena Prinzen Klague",Shadab Khan,,2023-02-24,2023,Rabia & Olivia
"Manoj Bajpayee,Sharmila Tagore,Simran,Suraj Sharma",Rahul V. Chittella,,2023-03-03,2023,Gulmohar
"Ritika Singh,Manish Jhanjholia,Sandeep Goyat,Sunil Soni,Gyan Prakash",Harsh Warrdhan,,2023-03-03,2023,InCar
"Ranbir Kapoor,Shraddha Kapoor",Luv Ranjan,,2023-03-08,2023,Tu Jhoothi Main Makkaar
Rani Mukerji,Ashima Chibber,,2023-03-17,2023,Mrs. Chatterjee vs Norway
"Kapil Sharma,Shahana Goswami",Nandita Das,,2023-03-17,2023,Zwigato
"Anushka Sen,Neelu Dogra,Pooja Dargan,Tariq Khan,Ahmer Haider",Rahat Kazmi,,2023-03-17,2023,Am I Next
"Yami Gautam,Sunny Kaushal,Sharad Kelkar",Ajay Singh,,2023-03-24,2023,Chor Nikal Ke Bhaga
"Rajkummar Rao,Bhumi Pednekar,Dia Mirza,Ashutosh Rana,Pankaj Kapur",Anubhav Sinha,,2023-03-24,2023,Bheed
"Jimmy Shergill,Hritiqa Chheber,Lee Nicholas Harris,Vedieka Dutt,Ankur Bhatia,Sneha Singh",Sudipto Sarkar,,2023-03-24,2023,Operation Mayfair
"Kunal Khemu,Shweta Tripathi,Piyush Mishra,Alka Amin,Raju Srivastav",Vipul Mehta,,2023-03-24,2023,Kanjoos Makhichoos
"Ajay Devgn,Tabu",Ajay Devgn,,2023-03-30,2023,Bholaa
"Vikrant Massey,Sara Ali Khan,Chitrangda Singh",Pawan Kripalani,,2023-03-31,2023,Gaslight
"Aditya Roy Kapur,Mrunal Thakur,Ronit Roy",Vardhan Ketkar,,2023-04-07,2023,Gumraah
"Ashima Sharma, Prashant Narayanan, Aditya Pancholi, Mukesh Tiwari",Sachindra Sharma,thriller,2015-01-02,2015,Mumbai Can Dance Saala
"Vikram Gokhale, Dipannita Sharma, Raj Zutshi, Anang Desai, Joy Sengupta, Sulabha Arya, Vijay Kashyap",Sunil Prem Vyas,drama,2015-01-02,2015,Take It Easy
"Arjun Kapoor, Sonakshi Sinha, Raj Babbar, Manoj Bajpai",Amit Sharma,"action, romance",2015-01-09,2015,Tevar
"Bipasha Basu, Karan Singh Grover",Bhushan Patel,horror,2015-01-16,2015,Alone
"Swanand Kirkire, Shilpa Shukla, Ninad Kamat, Kushal Punjabi, Kiran Karmarkar, Yusuf Hussain",Ritesh Menon,comedy,2015-01-16,2015,Crazy Cukkad Family
"Zayed Khan, Tina Desai, Rannvijay Singh, Talia Benson, Anupam Kher",Gurmmeet Singh,"comedy, thriller",2015-01-16,2015,Sharafat Gayi Tel Lene
"Akshay Kumar, Taapsee Pannu, Rana Daggubati, Anupam Kher, Kay Kay Menon, Danny Denzongpa",Neeraj Pandey,thriller,2015-01-23,2015,Baby
"Sonam Kapoor, Pulkit Samrat, Rajkummar Rao, Varun Sharma",Abhishek Dogra,"romantic, comedy",2015-01-23,2015,Dolly Ki Doli
"Hemant Pandey, Chandrachur Singh, Sanjay Mishra, Manoj Pahwa",Manoj Sharma,comedy,2015-01-30,2015,Chal Guru Ho Ja Shuru
"Ayushmann Khurrana, Pallavi Sharda",Vibhu Puri,drama,2015-01-30,2015,Hawaizaada
"Gurmeet Choudhary, Ali Fazal, Sapna Pabbi",Karan Dara,horror,2015-01-30,2015,Khamoshiyan
"Tisca Chopra, Ashish Vidyarthi, Kay Kay Menon",Manish Gupta,mystery,2015-01-30,2015,Rahasya
"Jatin Khurana, Om Puri, Prem Chopra, Rati Agnihotri, Rishi Bhutani, Sanjay Chakraborty, Akhilesh Jain",Milan Ajmera,drama,2015-02-06,2015,Jai Jawaan Jai Kisaan
"Amitabh Bachchan, Dhanush, Akshara Haasan",R. Balki,drama,2015-02-06,2015,Shamitabh
"Gurmeet Ram Rahim Singh, Daniel Kaleb, Flora Saini, Jayshree Soni, Olexandra Semen, Gaurav Gera, Jay Singh Rajpoot, Himanshu Tiwari","Gurmeet Ram Rahim Singh, Jeetu Arora","action, drama",2015-02-13,2015,MSG: The Messenger
"Ranbir Kapoor, Jacqueline Fernandez, Arjun Rampal",Vikramjit Singh,"romance, thriller",2015-02-13,2015,Roy
"Varun Dhawan, Nawazuddin Siddiqui, Huma Qureshi, Yami Gautam, Vinay Pathak, Divya Dutta",Sriram Raghavan,"action, thriller",2015-02-20,2015,Badlapur
"Irrfan Khan, Tillotama Shome, Tisca Chopra, Faezeh Jalali, Rasika Duggal",Anup Singh,historical drama,2015-02-20,2015,Qissa
"Nana Patekar, Ashutosh Rana, Vikram Gokhale, Gul Panag",Aejaz Gulab,"crime, drama",2015-02-27,2015,Ab Tak Chhappan 2
"Ayushmann Khurrana, Bhumi Pednekar",Sharat Katariya,comedy,2015-02-27,2015,Dum Laga Ke Haisha
"Suzzanna Mukherjee, Sidhant Gupta, Gunjan Malhotra, Sharib Hashmi, Karan Mehra",Amit Khanna,romantic comedy,2015-03-04,2015,Badmashiyaan
"Arjun Mathur, Sugandha Garg, Mohan Kapur",Manu Warrier,"romance, drama",2015-03-04,2015,Coffee Bloom
"Mallika Sherawat, Naseeruddin Shah, Jackie Shroff, Atul Kulkarni, Anupam Kher, Ashutosh Rana",K. C. Bokadia,political drama,2015-03-04,2015,Dirty Politics
"Ganesh Acharya, Nupur Sharma, Maninder Singh",Ajay Chandhok,"comedy, action",2015-03-04,2015,Hey Bro
"Anushka Sharma, Neil Bhoopalam, Darshan Kumar",Navdeep Singh,thriller,2015-03-13,2015,NH10
"Divyendu Sharma, Jackie Shroff, Prachi Mishra, Ira Dubey",Japinder Kaur,comedy,2015-03-20,2015,Dilliwali Zaalim Girlfriend
"Gulshan Devaiah, Radhika Apte, Sai Tamhankar",Harshavardhan Kulkarni,comedy,2015-03-20,2015,Hunterrr
"Sara Loren, Taaha Shah, Shweta Pandit, Priyanshu Chatterjee",Shadaab Mirza,romance,2015-03-27,2015,Barkhaa
"Varun Thakur, Eden Shyodhi, Heerok Das, Teeshay Shah","Satavisha Bose, Cyrus R. khambhata",social,2015-03-27,2015,Yahaan Sabki Lagi Hai
"Sushant Singh Rajput, Anand Tiwari, Swastika Mukherjee, Divya Menon, Neeraj Kabi, Meiyang Chang",Dibakar Banerjee,thriller,2015-04-03,2015,Detective Byomkesh Bakshy!
"Rajeev Khandelwal,Chelsie Preston Crayford,Usha Jadhav",Abhijit Deonath,,2019-01-04,2019,Salt Bridge
"Zareen Khan, Karan Kundra, Tobby Hinston, Sonia Armstrong",Vikram Bhatt,,2018-01-12,2018,1921
"Vijay Raaz,Sanjay Mishra,Amol Parashar,Barkha Singh,Ashwini Kalsekar",Ram Ramesh Sharm,,2022-01-21,2022,36 Farmhouse
"Priyamani,Sanjay Suri,Rajeev Khandelwal",Tanuj Bhramar,,2020-04-21,2020,Ateet
"Jacqueline Fernandez,Manoj Bajpayee,Mohit Raina,Zayn Marie",Shirish Kunder,,2020-05-01,2020,Mrs. Serial Killer
"Rajeev Khandelwal,Saksham Dayma,Swapnil Kotiwar",Sourabh Srivastava,,2020-05-06,2020,Court Martial
"Yashaswini Dayama,Karanvir Malhotra,Abhay Deol",Megha Ramaswamy,,2020-05-20,2020,What Are the Odds
"Nawazuddin Siddiqui,Ragini Khanna,Richa Chadha,Anurag Kashyap,Deepika Amin,Raghuvir Yadav,Ila Arun,Swanand Kirkire",Pushpendra Nath Misra,,2020-05-22,2020,Ghoomketu
"Sunny Pawar,Joyraj Bhattacharya,Sumeet Thakur,Gautam Sarkar,Masood Akhtar,Kalpan Mitra",Safdar Rehman,,2020-06-01,2020,Chippa
"Vinay Pathak,Tillotama Shome,Nate Scholz","Devanshu Kumar,Satyanshu Singh",,2020-06-05,2020,Chintu Ka Birthday
"Saiyami Kher,Roshan Mathew,Amruta Subhash,Rajshri Deshpande",Anurag Kashyap,,2020-06-05,2020,Choked
"Dolly Ahluwalia,Sayani Gupta,Tenzin Dalha,Vinay Pathak,Lin Laishram,Asenla Jamir,Lanuakum Ao",Nicholas Kharkongor,,2020-06-12,2020,Axone
"Farrukh Jaffar,Amitabh Bachchan,Ayushmann Khurrana,Vijay Raaz,Brijendra Kala,Nalneesh Neel",Shoojit Sircar,,2020-06-12,2020,Gulabo Sitabo
"Kalki Koechlin,Ranvir Shorey,Shruti Seth,Manoj Pahwa,Tara Sharma,Cyrus Sahukar,Mansi Multani",Rajat Kapoor,,2020-06-18,2020,Kadakh
"Jitendra Kumar,Ritika Badiani",Apurva Dhar Badgaiyann,,2020-06-19,2020,Chaman Bahaar
"Tripti Dimri,Avinash Tiwary,Rahul Bose,Parambrata Chatterjee,Paoli Dam",Anvita Dutt,,2020-06-24,2020,Bulbbul
"Manoj Bajpayee,Santosh Juvekar,Ipshita Chakraborty Singh,Abhishek Banerjee",Devashish Makhija,,2020-06-26,2020,Bhonsle
"Kushal Tandon,Hina Khan,Rishabh Sinha,Aditi Arya",Debatma Mandal,,2020-06-27,2020,Unlock
"Urvashi Rautela,Gautam Gulati",Ajay Lohan,,2020-07-16,2020,Virgin Bhanupriya
"Darshan Kumar, Pia Bajpai & Chandan Roy Sanyal",Rajesh Ram Singh,"romance,action",2017-04-07,2017,Mirza Juuliet
"Adil Hussain, Lalit Behl & Navnindra Behl",Shubhashish Bhutiani,drama,2017-04-07,2017,Mukti Bhawan
"Aditi Charak, Vishal Parpagga & Rupeshwari Sharma",Ajay Saklani,drama,2017-04-14,2017,Saanjh
"Vidya Balan, Ila Arun, Gauahar Khan, Sumit Nijhawan & Chunky Pandey",Srijit Mukherji,period drama,2017-04-14,2017,Begum Jaan
"Vije Bhatia, Rishi Verma, Mohit Baisla, Raj Kumar",Aditya Kumar,romance,2017-04-14,2017,Romeo-N-Bullet
"Sonakshi Sinha, Purab Kohli & Manish Chaudhary",Sunhil Sippy,"comedy,drama",2017-04-21,2017,Noor
"Hema Malini, Vinod Khanna, Sachin Khedekar",Gulbahar Singh,biopic,2017-04-21,2017,Ek Thi Rani Aisi Bhi
Raveena Tandon,Ashtar Sayed,"thriller,drama",2017-04-21,2017,Maatr
"Yashpal Sharma, Ajay Kumar Singh, Rajesh Jais",Rishi Prakash Mishra,"thriller,drama",2017-04-21,2017,Ajab Singh Ki Gajab Kahani
"Raghubir Yadav, Virendra Saxena & Sonal Sehgal",Rahat Kazmi,"anthology,drama",2017-05-05,2017,Mantostaan
Ayushmann Khurrana & Parineeti Chopra,Akshay Roy,romance,2017-05-12,2017,Meri Pyaari Bindu
"Amitabh Bachchan, Jackie Shroff, Amit Sadh & Yami Gautam",Ram Gopal Varma,political crime thriller,2017-05-12,2017,Sarkar 3
Arjun Kapoor & Shraddha Kapoor,Mohit Suri,"romance,drama",2017-05-19,2017,Half Girlfriend
"Gurmeet Ram Rahim Singh, Sukhottam Insan","Gurmeet Ram Rahim Singh, Honeypreet Insan",comedy,2017-05-19,2017,Jattu Engineer
Irrfan Khan & Saba Qamar,Saket Chaudhary,"comedy,drama",2017-05-19,2017,Hindi Medium
"Mukesh Manas, Urmilaa Mahanta",Rajnish Jaiswal,"romance,drama",2017-05-26,2017,Chakallaspur
Sachin Tendulkar,James Erskine,biopic,2017-05-26,2017,Sachin: A Billion Dreams
"Arsh Sehrawat, Shrenu Parikh, Shilpa Tulaskar & Mukesh Tiwari",Aditya Sarpotdar,"romance,drama",2017-05-26,2017,Thodi Thodi Si Manmaaniyan
"Vikrant Massey, Ranvir Shorey, Kalki Koechlin, Tillotama Shome, Gulshan Devaiah, Tanuja, Om Puri, Jim Sarbh, Arya Mitra Sharma",Konkona Sen Sharma,"crime,drama",2017-06-02,2017,A Death in the Gunj
"Salman Khan, Raveena Tandon & Kunal Khemu",Ruchi Narain,animation,2017-06-02,2017,Hanuman: Da' Damdaar
"Himansh Kohli, Zoya Afroz & Darshan Jariwala",,"romance,comedy",2017-06-02,2017,Sweetiee Weds NRI
Huma Qureshi & Saqib Saleem,Prawaal Raman,horror,2017-06-02,2017,Dobaara: See Your Evil
Jayesh Raj & Sonal Singh,Sunil Sanjan,"suspense,mystery",2017-06-02,2017,Flat 211
Manisha Koirala,Sunaina Bhatnagar,"thriller,drama",2017-06-02,2017,Dear Maya
"Sushant Singh Rajput, Kriti Sanon & Jim Sarbh",Dinesh Vijan,"romance,thriller",2017-06-09,2017,Raabta
Rajkummar Rao & Shruti Haasan,Ajay K Pannalal,"romance,comedy",2017-06-09,2017,Behen Hogi Teri
"Ekta Singh, Ashish Vidyarthi & Mukesh Tiwari",Ravi Sadasiv,"children,drama",2017-06-09,2017,Bachche Kachche Sachche
"Salman Yusuff Khan, Aksha Pardasany & Shakti Kapoor",Sachindra Sharma,drama,2017-06-09,2017,Love You Family
Rajbeer Singh & Neha Chauhan,Rahul Dahiya,drama,2017-06-09,2017,G Kutta Se
"Riteish Deshmukh, Vivek Oberoi & Rhea Chakraborty",Bumpy,"comedy,thriller",2017-06-16,2017,Bank Chor
"Salman Khan, Sohail Khan & Zhu Zhu",Kabir Khan,"action,drama",2017-06-23,2017,Tubelight
"Shiv Darshan, Natasha Fernandez & Upen Patel",Suneel Darshan,romance,2017-06-30,2017,Ek Haseena Thi Ek Deewana Tha
"Sridevi, Akshaye Khanna, Sajal Ali & Nawazuddin Siddiqui",Ravi Udyawar,"thriller,drama",2017-07-07,2017,Mom
"Kunal Kapoor,Amyra Dastur",Amin Hajee,,2021-04-02,2021,Koi Jaane Na
"Abhishek Bachchan,Ileana D'Cruz,Sohum Shah,Nikita Dutta",Kookie Gulati,,2021-04-08,2021,The Big Bull
"Aadar Jain,Jackie Shroff,Elnaaz Norouzi,Shlokka Pandit",Pankaj Saraswat,,2021-04-09,2021,Hello Charlie
"Ehan Bhat,Edilsy Vargas,Tenzin Dalha,Aditya Seal,Lisa Ray,Manisha Koirala",Vishwesh Krishnamoorthy,,2021-04-16,2021,99 Songs[b]
"Dev Sharma,Smriti Kashyap,Mukul Nag,Rakesh Shrivastav,Sanjeeb Dasgupta",Rajesh Harivansh Mishra,,2021-04-16,2021,Aa Bhi Ja O Piya
"Fatima Sana Shaikh,Jaideep Ahlawat,Nushrratt Bharuccha,Abhishek Banerjee,Inayat Verma,Konkona Sen Sharma,Aditi Rao Hydari,Shefali Shah,Manav Kaul,Tota Roy Chowdhury","Shashank Khaitan,Raj Mehta,Neeraj Ghaywan,Kayoze Irani",,2021-04-16,2021,Ajeeb Daastaans
"Anurag Kashyap,Rituparna Sengupta,Upendra Limaye",Hari Viswanath,,2021-04-16,2021,Bansuri: The Flute
